CSI_SITE_HANDLE,CSI_ADDRESS_ID,CSI_CORE_SITE_ID,CSI_CUST_HANDLE,CSI_ORDER_HANDLE,CSI_SERVICEHANDLE,CSI_USID,CSI_SERVICEELEMENTCLASS,GOLD_SITE_CODE,GOLD_ADDRESS_ID,GOLD_CORE_SITE_ID,GOLD_STATUS,GOLD_ICO,IS_AVAILABLE_AFTER_ADD_WHITESPACE
EWR14347-1,,,10077,44902,FRAME_RELAY,NOT REQUIRED,NOT REQUIRED,EWR14347-1,,,0,10077,CSI_SITEHANDLE_FOUND_IN_GOLD
36421-US-Williamstown,,,36421,29661,IP_VPN,NOT REQUIRED,NOT REQUIRED,36421-US-Williamstown,,,0,36421,CSI_SITEHANDLE_FOUND_IN_GOLD
36421-US-Hebron,MAG5206401,MSG5206509,36421,19879,IP_VPN,NOT REQUIRED,NOT REQUIRED,36421-US-Hebron,MA10003357,MS10003289,0,682715,CSI_SITEHANDLE_FOUND_IN_GOLD
Princeton 2,,,7062,23050,IP_VPN,NOT REQUIRED,NOT REQUIRED,Princeton 2,,,0,7062,CSI_SITEHANDLE_FOUND_IN_GOLD
PREL-JKT,,,3988,24664,FRAME_RELAY,NOT REQUIRED,NOT REQUIRED,PREL-JKT,,,0,3988,CSI_SITEHANDLE_FOUND_IN_GOLD
KPMG Panama,MAY4113886,MSY4118698,10246,24273,FRAME_RELAY,NOT REQUIRED,NOT REQUIRED,KPMG Panama,MAY4113886,MSY4118698,0,10246,CSI_SITEHANDLE_FOUND_IN_GOLD
SINB7520-1,,,7520,18532,FRAME_RELAY,NOT REQUIRED,NOT REQUIRED,SINB7520-1,,,0,7520,CSI_SITEHANDLE_FOUND_IN_GOLD
JCB-LAX(O)/Current,,,2605,28372,FRAME_RELAY,NOT REQUIRED,NOT REQUIRED,JCB-LAX(O)/Current,,,0,2605,CSI_SITEHANDLE_FOUND_IN_GOLD
11075 LON Cheapside,,,11075,33895,LAN_ACCESS,NOT REQUIRED,NOT REQUIRED,11075 LON Cheapside,,,0,11075,CSI_SITEHANDLE_FOUND_IN_GOLD
ALSTOM - 122b,,,7837,35667,IP_VPN,NOT REQUIRED,NOT REQUIRED,ALSTOM - 122b,,,0,7837,CSI_SITEHANDLE_FOUND_IN_GOLD
KPMG Geneva,,,10246,33105,IP_VPN,NOT REQUIRED,NOT REQUIRED,KPMG Geneva,,,0,10246,CSI_SITEHANDLE_FOUND_IN_GOLD
36421-DE-Handelshaus Hamburg,,,36421,24564,IP_VPN,NOT REQUIRED,NOT REQUIRED,36421-DE-Handelshaus Hamburg,,,0,36421,CSI_SITEHANDLE_FOUND_IN_GOLD
KNO,,,10254,24745,IP_VPN,NOT REQUIRED,NOT REQUIRED,KNO,,,0,10254,CSI_SITEHANDLE_FOUND_IN_GOLD
DyStar Industriepark Hoechst,,,5660,30565,FRAME_RELAY,NOT REQUIRED,NOT REQUIRED,DyStar Industriepark Hoechst,,,0,5660,CSI_SITEHANDLE_FOUND_IN_GOLD
BERB1119-2,,,1901,35567,LAN_ACCESS,NOT REQUIRED,NOT REQUIRED,BERB1119-2,,,0,1901,CSI_SITEHANDLE_FOUND_IN_GOLD
ZYRB9284-1,,,9284,25272,LAN_ACCESS,NOT REQUIRED,NOT REQUIRED,ZYRB9284-1,,,0,9284,CSI_SITEHANDLE_FOUND_IN_GOLD
Dystar Istanbul-Turkey,,,5660,30604,FRAME_RELAY,NOT REQUIRED,NOT REQUIRED,Dystar Istanbul-Turkey,,,0,5660,CSI_SITEHANDLE_FOUND_IN_GOLD
PASADENA_005523,MAG4316333,MSG4316592,39350,30335,IP_VPN,NOT REQUIRED,NOT REQUIRED,PASADENA_005523,MAG4316333,MSG4316592,0,39350,CSI_SITEHANDLE_FOUND_IN_GOLD
MEXB5831-1,MAG5315831,MSG5316156,5831,34130,IP_VPN,NOT REQUIRED,NOT REQUIRED,MEXB5831-1,MAG5315831,MSG5316156,0,5831,CSI_SITEHANDLE_FOUND_IN_GOLD
SOUB5108-2,,,5108,33565,FRAME_RELAY,NOT REQUIRED,NOT REQUIRED,SOUB5108-2,,,0,5108,CSI_SITEHANDLE_FOUND_IN_GOLD
Head Office,,,7128,38516,FRAME_RELAY,NOT REQUIRED,NOT REQUIRED,Head Office,,,0,7128,CSI_SITEHANDLE_FOUND_IN_GOLD
CAMPINAS_002467,MAG5315742,MSG5316061,5647,37353,IP_VPN,NOT REQUIRED,NOT REQUIRED,CAMPINAS_002467,MAG5315742,MSG5316061,0,5647,CSI_SITEHANDLE_FOUND_IN_GOLD
Compiegne,,,41310,22130,FRAME_RELAY_PURPLE,NOT REQUIRED,NOT REQUIRED,Compiegne,,,0,41310,CSI_SITEHANDLE_FOUND_IN_GOLD
QFBB1357-1,,,3913,38115,FRAME_RELAY_PURPLE,NOT REQUIRED,NOT REQUIRED,QFBB1357-1,,,0,3913,CSI_SITEHANDLE_FOUND_IN_GOLD
SOUB5108-5,,,5108,33563,FRAME_RELAY,NOT REQUIRED,NOT REQUIRED,SOUB5108-5,,,0,5108,CSI_SITEHANDLE_FOUND_IN_GOLD
AU-GC-ICBC-01,,,41550,30001,IP_VPN,NOT REQUIRED,NOT REQUIRED,AU-GC-ICBC-01,,,0,41550,CSI_SITEHANDLE_FOUND_IN_GOLD
Les 4 Cheminees,,,5984,38497,LAN_ACCESS,NOT REQUIRED,NOT REQUIRED,Les 4 Cheminees,,,0,5984,CSI_SITEHANDLE_FOUND_IN_GOLD
Vienna 5,,,2198,33326,MANAGED_ROUTER_CPE_LANAS,NOT REQUIRED,NOT REQUIRED,Vienna 5,,,0,2198,CSI_SITEHANDLE_FOUND_IN_GOLD
DURB7580-1,,,7580,31097,FRAME_RELAY,NOT REQUIRED,NOT REQUIRED,DURB7580-1,,,0,7580,CSI_SITEHANDLE_FOUND_IN_GOLD
All sites,,,1668,42947,MANAGED_ROUTER_CPE_LANAS,NOT REQUIRED,NOT REQUIRED,All sites,,,0,1668,CSI_SITEHANDLE_FOUND_IN_GOLD
Site 119 - Mariestad,,,39286,45421,IP_VPN,NOT REQUIRED,NOT REQUIRED,Site 119 - Mariestad,,,0,39286,CSI_SITEHANDLE_FOUND_IN_GOLD
PHLB2479-2,,,2479,33997,IP_VPN,NOT REQUIRED,NOT REQUIRED,PHLB2479-2,,,0,2479,CSI_SITEHANDLE_FOUND_IN_GOLD
RO-MC-Daewoo-001,,,41591,32064,IP_VPN,NOT REQUIRED,NOT REQUIRED,RO-MC-Daewoo-001,,,0,41591,CSI_SITEHANDLE_FOUND_IN_GOLD
BNEB9922-2,,,9922,38401,IP_VPN,NOT REQUIRED,NOT REQUIRED,BNEB9922-2,,,0,9922,CSI_SITEHANDLE_FOUND_IN_GOLD
ISTA01,,,35503,36266,MANAGED_ROUTER_CPE_LANAS,NOT REQUIRED,NOT REQUIRED,ISTA01,,,0,35503,CSI_SITEHANDLE_FOUND_IN_GOLD
Merck Gerad Laboratories (G),,,7315,39002,LAN_ACCESS,NOT REQUIRED,NOT REQUIRED,Merck Gerad Laboratories (G),,,0,7315,CSI_SITEHANDLE_FOUND_IN_GOLD
ING Bank London MCS 1,,,1668,38253,IP_VPN,NOT REQUIRED,NOT REQUIRED,ING Bank London MCS 1,,,0,1668,CSI_SITEHANDLE_FOUND_IN_GOLD
AE5,,,36775,20181,IP_VPN,NOT REQUIRED,NOT REQUIRED,AE5,,,0,36775,CSI_SITEHANDLE_FOUND_IN_GOLD
IP-L-Cetrel-Munsbach,,,26597,23331,IP_VPN,NOT REQUIRED,NOT REQUIRED,IP-L-Cetrel-Munsbach,,,0,26597,CSI_SITEHANDLE_FOUND_IN_GOLD
CEXXONMOBIL-SHANGHAI(1),,,23651,26859,FRAME_RELAY,NOT REQUIRED,NOT REQUIRED,CEXXONMOBIL-SHANGHAI(1),,,0,23651,CSI_SITEHANDLE_FOUND_IN_GOLD
ANCB9433-5,,,9433,34238,FRAME_RELAY,NOT REQUIRED,NOT REQUIRED,ANCB9433-5,,,0,9433,CSI_SITEHANDLE_FOUND_IN_GOLD
4233-Munich,,,4233,47619,FRAME_RELAY_PURPLE,NOT REQUIRED,NOT REQUIRED,4233-Munich,,,0,4233,CSI_SITEHANDLE_FOUND_IN_GOLD
London (PRO),,,2479,35977,IP_VPN,NOT REQUIRED,NOT REQUIRED,London (PRO),,,0,2479,CSI_SITEHANDLE_FOUND_IN_GOLD
DIHouston3,,,36686,13170,IP_VPN,NOT REQUIRED,NOT REQUIRED,DIHouston3,,,0,36686,CSI_SITEHANDLE_FOUND_IN_GOLD
CIS0040509,MAG4316727,MSG4316998,39464,25096,IP_VPN,NOT REQUIRED,NOT REQUIRED,CIS0040509,MAG4316727,MSG4316998,0,39464,CSI_SITEHANDLE_FOUND_IN_GOLD
POF,,,10771,25328,MANAGED_ROUTER_CPE_LANAS,NOT REQUIRED,NOT REQUIRED,POF,,,0,10771,CSI_SITEHANDLE_FOUND_IN_GOLD
Future reference,,,3779,33941,FRAME_RELAY_PURPLE,NOT REQUIRED,NOT REQUIRED,Future reference,,,0,3779,CSI_SITEHANDLE_FOUND_IN_GOLD
Hanjin-usa-NY-Ham,,,661444,20753,FRAME_RELAY,NOT REQUIRED,NOT REQUIRED,Hanjin-usa-NY-Ham,,,0,661444,CSI_SITEHANDLE_FOUND_IN_GOLD
ING Bank Budapest MCS 2,,,1668,27695,MANAGED_ROUTER_CPE_LANAS,NOT REQUIRED,NOT REQUIRED,ING Bank Budapest MCS 2,,,0,1668,CSI_SITEHANDLE_FOUND_IN_GOLD
DCS - W??lfrath,,,5219,33464,FRAME_RELAY,NOT REQUIRED,NOT REQUIRED,,,,,,CSI_SITEHANDLE_NOT_FOUND_IN_GOLD
CC KLAGENFURT,,,7438,21752,FRAME_RELAY,NOT REQUIRED,NOT REQUIRED,CC KLAGENFURT,,,0,7438,CSI_SITEHANDLE_FOUND_IN_GOLD
CC INSBRUCK,,,7438,21745,FRAME_RELAY,NOT REQUIRED,NOT REQUIRED,CC INSBRUCK,,,0,7438,CSI_SITEHANDLE_FOUND_IN_GOLD
Novartis Bulgaria,,,7816,37268,LAN_ACCESS,NOT REQUIRED,NOT REQUIRED,Novartis Bulgaria,,,0,7816,CSI_SITEHANDLE_FOUND_IN_GOLD
VDDB9284-1,,,9284,25280,LAN_ACCESS,NOT REQUIRED,NOT REQUIRED,VDDB9284-1,,,0,9284,CSI_SITEHANDLE_FOUND_IN_GOLD
260,,,10253,30316,IP_VPN,NOT REQUIRED,NOT REQUIRED,260,,,0,10253,CSI_SITEHANDLE_FOUND_IN_GOLD
CMV RIO,CI00035292,CI00035115,10253,30321,IP_VPN,NOT REQUIRED,NOT REQUIRED,CMV RIO,CI00035292,CI00035115,0,10253,CSI_SITEHANDLE_FOUND_IN_GOLD
66,CI00019577,CI00019491,10253,30322,IP_VPN,NOT REQUIRED,NOT REQUIRED,66,CI00019577,CI00019491,0,10253,CSI_SITEHANDLE_FOUND_IN_GOLD
Santa Cruz do Sul_064382,MA16000020,MS16000017,10253,30348,IP_VPN,NOT REQUIRED,NOT REQUIRED,Santa Cruz do Sul_064382,MA16000020,MS16000017,0,10253,CSI_SITEHANDLE_FOUND_IN_GOLD
3115,,,10253,30357,IP_VPN,NOT REQUIRED,NOT REQUIRED,3115,,,0,10253,CSI_SITEHANDLE_FOUND_IN_GOLD
11075 Bratislava,,,11075,15560,LAN_ACCESS,NOT REQUIRED,NOT REQUIRED,11075 Bratislava,,,0,11075,CSI_SITEHANDLE_FOUND_IN_GOLD
ING Bank Prague DR Site,,,1668,18431,LAN_ACCESS,NOT REQUIRED,NOT REQUIRED,ING Bank Prague DR Site,,,0,1668,CSI_SITEHANDLE_FOUND_IN_GOLD
FS PENANG001,,,39346,25229,IP_VPN,NOT REQUIRED,NOT REQUIRED,FS PENANG001,,,2,39346,CSI_SITEHANDLE_FOUND_IN_GOLD
PHLB4543-2,,,4543,32499,IP_VPN,NOT REQUIRED,NOT REQUIRED,PHLB4543-2,,,0,4543,CSI_SITEHANDLE_FOUND_IN_GOLD
UK - gbrrb1 - BT,,,14359,34472,MANAGED_ROUTER_CPE_LANAS,NOT REQUIRED,NOT REQUIRED,UK - gbrrb1 - BT,,,0,14359,CSI_SITEHANDLE_FOUND_IN_GOLD
Rom03 - Banc Post,,,14359,34599,MANAGED_ROUTER_CPE_LANAS,NOT REQUIRED,NOT REQUIRED,Rom03 - Banc Post,,,0,14359,CSI_SITEHANDLE_FOUND_IN_GOLD
bel01 - Waterloo,MAG5317196,MSG5317554,14359,34470,MANAGED_ROUTER_CPE_LANAS,NOT REQUIRED,NOT REQUIRED,bel01 - Waterloo,MAG5317196,MSG5317554,0,14359,CSI_SITEHANDLE_FOUND_IN_GOLD
MLT02 - Bank of Valetta,,,14359,34608,MANAGED_ROUTER_CPE_LANAS,NOT REQUIRED,NOT REQUIRED,MLT02 - Bank of Valetta,,,0,14359,CSI_SITEHANDLE_FOUND_IN_GOLD
COKT01,,,35503,20928,IP_VPN,NOT REQUIRED,NOT REQUIRED,COKT01,,,0,35503,CSI_SITEHANDLE_FOUND_IN_GOLD
Ecuador-BMS,,,6084,33120,FRAME_RELAY_PURPLE,NOT REQUIRED,NOT REQUIRED,Ecuador-BMS,,,0,6084,CSI_SITEHANDLE_FOUND_IN_GOLD
Turk,,,6084,33127,FRAME_RELAY_PURPLE,NOT REQUIRED,NOT REQUIRED,Turk,,,0,6084,CSI_SITEHANDLE_FOUND_IN_GOLD
10492_Genas,MAG5206226,MSG5206328,10492,28682,IP_VPN,NOT REQUIRED,NOT REQUIRED,10492_Genas,MAG5206226,MSG5206328,0,10492,CSI_SITEHANDLE_FOUND_IN_GOLD
CPE-0270 NEUBUSS33B1,,,2646,14698,FRAME_RELAY,NOT REQUIRED,NOT REQUIRED,CPE-0270 NEUBUSS33B1,,,0,2646,CSI_SITEHANDLE_FOUND_IN_GOLD
BBL Brussels MCS2,,,1668,32096,IP_VPN,NOT REQUIRED,NOT REQUIRED,BBL Brussels MCS2,,,0,1668,CSI_SITEHANDLE_FOUND_IN_GOLD
CWUITATCENTER,,,4496,37018,IP_VPN,NOT REQUIRED,NOT REQUIRED,CWUITATCENTER,,,0,4496,CSI_SITEHANDLE_FOUND_IN_GOLD
Canada07,,,35750,33356,IP_VPN,NOT REQUIRED,NOT REQUIRED,Canada07,,,0,35750,CSI_SITEHANDLE_FOUND_IN_GOLD
Newmont - Yamfo-Sefwi,,,40347,37141,IP_VPN,NOT REQUIRED,NOT REQUIRED,Newmont - Yamfo-Sefwi,,,0,40347,CSI_SITEHANDLE_FOUND_IN_GOLD
11075 Paris 7 Avenue,,,11075,46300,FRAME_RELAY,NOT REQUIRED,NOT REQUIRED,11075 Paris 7 Avenue,,,0,11075,CSI_SITEHANDLE_FOUND_IN_GOLD
BHPB-173,,,4655,17873,IP_VPN,NOT REQUIRED,NOT REQUIRED,BHPB-173,,,0,4655,CSI_SITEHANDLE_FOUND_IN_GOLD
SK-002,,,7649,21074,IP_VPN,NOT REQUIRED,NOT REQUIRED,SK-002,,,0,7649,CSI_SITEHANDLE_FOUND_IN_GOLD
ITALY - VERONA,,,9594,34637,LAN_ACCESS,NOT REQUIRED,NOT REQUIRED,ITALY - VERONA,,,0,9594,CSI_SITEHANDLE_FOUND_IN_GOLD
KN Airfreight Schipohl,,,9319,36044,IP_VPN,NOT REQUIRED,NOT REQUIRED,KN Airfreight Schipohl,,,0,9319,CSI_SITEHANDLE_FOUND_IN_GOLD
PRGB7995-5,,,7995,28607,FRAME_RELAY,NOT REQUIRED,NOT REQUIRED,PRGB7995-5,,,0,7995,CSI_SITEHANDLE_FOUND_IN_GOLD
NZMP (Singapore) (SIN1F),,,9528,43566,FRAME_RELAY,NOT REQUIRED,NOT REQUIRED,NZMP (Singapore) (SIN1F),,,0,9528,CSI_SITEHANDLE_FOUND_IN_GOLD
Colocated router Den Haag,,,29290,35312,FRAME_RELAY_PURPLE,NOT REQUIRED,NOT REQUIRED,Colocated router Den Haag,,,0,29290,CSI_SITEHANDLE_FOUND_IN_GOLD
Valtra Bras Cubas,,,9503,23529,IP_VPN,NOT REQUIRED,NOT REQUIRED,Valtra Bras Cubas,,,0,9503,CSI_SITEHANDLE_FOUND_IN_GOLD
DACT01,,,35503,21892,IP_VPN,NOT REQUIRED,NOT REQUIRED,DACT01,,,0,35503,CSI_SITEHANDLE_FOUND_IN_GOLD
DSBE / Denso,,,36831,31679,IP_VPN,NOT REQUIRED,NOT REQUIRED,DSBE / Denso,,,0,36831,CSI_SITEHANDLE_FOUND_IN_GOLD
Digoin,,,34906,24389,IP_VPN,NOT REQUIRED,NOT REQUIRED,Digoin,,,0,34906,CSI_SITEHANDLE_FOUND_IN_GOLD
Limoges,,,34906,24394,IP_VPN,NOT REQUIRED,NOT REQUIRED,Limoges,,,0,34906,CSI_SITEHANDLE_FOUND_IN_GOLD
Vendome Polyroc,,,34906,24432,IP_VPN,NOT REQUIRED,NOT REQUIRED,Vendome Polyroc,,,0,34906,CSI_SITEHANDLE_FOUND_IN_GOLD
36421-IT-Poirino,,,36421,11221,IP_VPN,NOT REQUIRED,NOT REQUIRED,36421-IT-Poirino,,,0,36421,CSI_SITEHANDLE_FOUND_IN_GOLD
EUR/UK/HAMM01,,,15330,33850,MANAGED_ROUTER_CPE_LANAS,NOT REQUIRED,NOT REQUIRED,EUR/UK/HAMM01,,,0,15330,CSI_SITEHANDLE_FOUND_IN_GOLD
ING Bank Makati City,,,1668,31927,MANAGED_ROUTER_CPE_LANAS,NOT REQUIRED,NOT REQUIRED,ING Bank Makati City,,,0,1668,CSI_SITEHANDLE_FOUND_IN_GOLD
AME/USA/SCRE01,,,15330,28947,MANAGED_ROUTER_CPE_LANAS,NOT REQUIRED,NOT REQUIRED,AME/USA/SCRE01,,,0,15330,CSI_SITEHANDLE_FOUND_IN_GOLD
K&N-PEN,CI00044141,CI00043886,7735,31183,IP_VPN,NOT REQUIRED,NOT REQUIRED,K&N-PEN,CI00044141,CI00043886,0,9319,CSI_SITEHANDLE_FOUND_IN_GOLD
KN Glasgow,,,9319,37034,IP_VPN,NOT REQUIRED,NOT REQUIRED,KN Glasgow,,,0,9319,CSI_SITEHANDLE_FOUND_IN_GOLD
El-Salvador - San Salvador - PMI,,,10839,37386,IP_VPN,NOT REQUIRED,NOT REQUIRED,El-Salvador - San Salvador - PMI,,,0,10839,CSI_SITEHANDLE_FOUND_IN_GOLD
ZA-StandardBankSouthAfrica-001 (1),,,41339,23084,IP_VPN,NOT REQUIRED,NOT REQUIRED,ZA-StandardBankSouthAfrica-001 (1),,,0,41339,CSI_SITEHANDLE_FOUND_IN_GOLD
COL - USA - Eka,MA10008480,MS10008150,4142,34169,LAN_ACCESS,NOT REQUIRED,NOT REQUIRED,COL - USA - Eka,MA10008480,MS10008150,0,1908,CSI_SITEHANDLE_FOUND_IN_GOLD
4233_Emb,,,4233,17796,FRAME_RELAY_PURPLE,NOT REQUIRED,NOT REQUIRED,4233_Emb,,,0,4233,CSI_SITEHANDLE_FOUND_IN_GOLD
Behr Dayton,,,7711,27461,IP_VPN,NOT REQUIRED,NOT REQUIRED,Behr Dayton,,,0,7711,CSI_SITEHANDLE_FOUND_IN_GOLD
US - Deerfield,,,39975,29577,IP_VPN,NOT REQUIRED,NOT REQUIRED,US - Deerfield,,,0,39975,CSI_SITEHANDLE_FOUND_IN_GOLD
MKEB5013-1,,,5013,32964,FRAME_RELAY,NOT REQUIRED,NOT REQUIRED,MKEB5013-1,,,0,5013,CSI_SITEHANDLE_FOUND_IN_GOLD
DENB7995-3,,,7995,18937,FRAME_RELAY,NOT REQUIRED,NOT REQUIRED,DENB7995-3,,,0,7995,CSI_SITEHANDLE_FOUND_IN_GOLD
Hanjin-usa-Newyork1,,,661444,24237,FRAME_RELAY,NOT REQUIRED,NOT REQUIRED,Hanjin-usa-Newyork1,,,0,661444,CSI_SITEHANDLE_FOUND_IN_GOLD
Shell Oman-SMO,,,1634,18688,FRAME_RELAY_PURPLE,NOT REQUIRED,NOT REQUIRED,Shell Oman-SMO,,,0,1634,CSI_SITEHANDLE_FOUND_IN_GOLD
Prague EBRD,,,7128,18985,FRAME_RELAY,NOT REQUIRED,NOT REQUIRED,Prague EBRD,,,0,7128,CSI_SITEHANDLE_FOUND_IN_GOLD
PMNL247,,,4616,80434,INTRANET_CONNECT,NOT REQUIRED,NOT REQUIRED,PMNL247,,,0,4616,CSI_SITEHANDLE_FOUND_IN_GOLD
AU-024,,,7649,84598,INTERNET_DIRECT_PURPLE,NOT REQUIRED,NOT REQUIRED,AU-024,,,0,7649,CSI_SITEHANDLE_FOUND_IN_GOLD
Netherlands - Den Hague (DEP),CI00000112,CI00000112,36572,80412,FRAME_RELAY_PURPLE,NOT REQUIRED,NOT REQUIRED,Netherlands - Den Hague (DEP),CI00000112,CI00000112,0,36572,CSI_SITEHANDLE_FOUND_IN_GOLD
Bosal France,,,12862,26008,IP_VPN,NOT REQUIRED,NOT REQUIRED,Bosal France,,,0,12862,CSI_SITEHANDLE_FOUND_IN_GOLD
LU-BankLeumi-002,,,40065,17024,IP_VPN,NOT REQUIRED,NOT REQUIRED,LU-BankLeumi-002,,,0,40065,CSI_SITEHANDLE_FOUND_IN_GOLD
China Trust-TPE,,,36514,45282,FRAME_RELAY_PURPLE,NOT REQUIRED,NOT REQUIRED,China Trust-TPE,,,0,36514,CSI_SITEHANDLE_FOUND_IN_GOLD
OSLB40489-8,,,40489,28669,IP_VPN,NOT REQUIRED,NOT REQUIRED,OSLB40489-8,,,0,40489,CSI_SITEHANDLE_FOUND_IN_GOLD
SKEB40489-1,,,40489,28670,IP_VPN,NOT REQUIRED,NOT REQUIRED,SKEB40489-1,,,0,40489,CSI_SITEHANDLE_FOUND_IN_GOLD
CPE-0333 WISMATWWA1,,,2646,25696,FRAME_RELAY,NOT REQUIRED,NOT REQUIRED,CPE-0333 WISMATWWA1,,,0,2646,CSI_SITEHANDLE_FOUND_IN_GOLD
FL UK,,,36790,13088,LAN_ACCESS,NOT REQUIRED,NOT REQUIRED,FL UK,,,0,36790,CSI_SITEHANDLE_FOUND_IN_GOLD
"Italy, Verona",,,27328,34631,FRAME_RELAY_PURPLE,NOT REQUIRED,NOT REQUIRED,,,,,,CSI_SITEHANDLE_NOT_FOUND_IN_GOLD
DIJacarie,,,36686,13159,IP_VPN,NOT REQUIRED,NOT REQUIRED,DIJacarie,,,0,36686,CSI_SITEHANDLE_FOUND_IN_GOLD
Bangkok_174160,MAY2131137,MSY4146157,39975,23815,IP_VPN,NOT REQUIRED,NOT REQUIRED,Bangkok_174160,MAY2131137,MSY4146157,0,39975,CSI_SITEHANDLE_FOUND_IN_GOLD
SI 001,,,7649,21072,IP_VPN,NOT REQUIRED,NOT REQUIRED,SI 001,,,0,7649,CSI_SITEHANDLE_FOUND_IN_GOLD
Aberdeen,CI00000625,CI00000624,7150,19005,FRAME_RELAY,NOT REQUIRED,NOT REQUIRED,Aberdeen,CI00000625,CI00000624,0,42767,CSI_SITEHANDLE_FOUND_IN_GOLD
LPRG157,MAG4213210,MSG4213398,7862,32878,LAN_ACCESS,NOT REQUIRED,NOT REQUIRED,LPRG157,MAG4213210,MSG4213398,0,7862,CSI_SITEHANDLE_FOUND_IN_GOLD
Amerada Houston,MAG5315487,MSG5315794,4104,41321,IP_VPN,NOT REQUIRED,NOT REQUIRED,Amerada Houston,MAG5315487,MSG5315794,0,4104,CSI_SITEHANDLE_FOUND_IN_GOLD
MANB5108-42,,,5108,34110,FRAME_RELAY,NOT REQUIRED,NOT REQUIRED,MANB5108-42,,,0,5108,CSI_SITEHANDLE_FOUND_IN_GOLD
IP VPN/JCB-SEL2,MAG5322726,MSG5323288,2605,21107,IP_VPN,NOT REQUIRED,NOT REQUIRED,IP VPN/JCB-SEL2,MAG5322726,MSG5323288,0,2605,CSI_SITEHANDLE_FOUND_IN_GOLD
Alcoa Brazil 01,MAG4317015,MSG4317289,40211,27469,FRAME_RELAY_PURPLE,NOT REQUIRED,NOT REQUIRED,Alcoa Brazil 01,MAG4317015,MSG4317289,0,40211,CSI_SITEHANDLE_FOUND_IN_GOLD
Dubai-UAE,,,6084,21420,FRAME_RELAY_PURPLE,NOT REQUIRED,NOT REQUIRED,Dubai-UAE,,,0,6084,CSI_SITEHANDLE_FOUND_IN_GOLD
JON,MA18003532,MS18003436,28358,32881,IP_VPN,NOT REQUIRED,NOT REQUIRED,JON,MA18003532,MS18003436,0,28358,CSI_SITEHANDLE_FOUND_IN_GOLD
POSCO EU,,,670500,30762,IP_VPN,NOT REQUIRED,NOT REQUIRED,POSCO EU,,,0,670500,CSI_SITEHANDLE_FOUND_IN_GOLD
IBES,,,2198,35479,FRAME_RELAY,NOT REQUIRED,NOT REQUIRED,IBES,,,0,2198,CSI_SITEHANDLE_FOUND_IN_GOLD
ALTUNIZADE/ISTANBUL,,,2812,34241,IP_VPN,NOT REQUIRED,NOT REQUIRED,ALTUNIZADE/ISTANBUL,,,0,2812,CSI_SITEHANDLE_FOUND_IN_GOLD
Springs SA,,,36355,16500,FRAME_RELAY_PURPLE,NOT REQUIRED,NOT REQUIRED,Springs SA,,,0,36355,CSI_SITEHANDLE_FOUND_IN_GOLD
Madrid - Paseo de la Castellana,,,39464,25310,IP_VPN,NOT REQUIRED,NOT REQUIRED,Madrid - Paseo de la Castellana,,,0,39464,CSI_SITEHANDLE_FOUND_IN_GOLD
London (PRO),,,2479,31738,IP_VPN,NOT REQUIRED,NOT REQUIRED,London (PRO),,,0,2479,CSI_SITEHANDLE_FOUND_IN_GOLD
Site 93 - Ljubjana,,,39286,30064,IP_VPN,NOT REQUIRED,NOT REQUIRED,Site 93 - Ljubjana,,,0,39286,CSI_SITEHANDLE_FOUND_IN_GOLD
Vienna Austria,,,7062,31140,IP_VPN,NOT REQUIRED,NOT REQUIRED,Vienna Austria,,,0,7062,CSI_SITEHANDLE_FOUND_IN_GOLD
PrP_Sutton,,,19124,34917,IP_VPN,NOT REQUIRED,NOT REQUIRED,PrP_Sutton,,,0,19124,CSI_SITEHANDLE_FOUND_IN_GOLD
KPMG Bratislava,,,10246,24256,FRAME_RELAY,NOT REQUIRED,NOT REQUIRED,KPMG Bratislava,,,0,10246,CSI_SITEHANDLE_FOUND_IN_GOLD
Samsung Singapore,,,3648,34727,IP_VPN,NOT REQUIRED,NOT REQUIRED,Samsung Singapore,,,0,3648,CSI_SITEHANDLE_FOUND_IN_GOLD
Belgrad-YU,MAG5207544,MSG5207691,34850,17605,IP_VPN,NOT REQUIRED,NOT REQUIRED,Belgrad-YU,MAG5207544,MSG5207691,0,34850,CSI_SITEHANDLE_FOUND_IN_GOLD
KN Torrellano,,,9319,34374,IP_VPN,NOT REQUIRED,NOT REQUIRED,KN Torrellano,,,0,9319,CSI_SITEHANDLE_FOUND_IN_GOLD
ES-RG-ArabBank-002,,,41590,32065,IP_VPN,NOT REQUIRED,NOT REQUIRED,ES-RG-ArabBank-002,,,0,41590,CSI_SITEHANDLE_FOUND_IN_GOLD
17439-II,,,17399,35266,IP_VPN,NOT REQUIRED,NOT REQUIRED,17439-II,,,0,17399,CSI_SITEHANDLE_FOUND_IN_GOLD
Brisb. QLD,MA16001373,MS16001311,10559,39694,IP_VPN,NOT REQUIRED,NOT REQUIRED,Brisb. QLD,MA16001373,MS16001311,0,10559,CSI_SITEHANDLE_FOUND_IN_GOLD
FIAT WAN ITALY ITTRN2,,,39434,36594,IP_VPN,NOT REQUIRED,NOT REQUIRED,FIAT WAN ITALY ITTRN2,,,0,39434,CSI_SITEHANDLE_FOUND_IN_GOLD
Dickson,,,41888,37569,IP_VPN,NOT REQUIRED,NOT REQUIRED,Dickson,,,0,41888,CSI_SITEHANDLE_FOUND_IN_GOLD
