ORANGE_SITENAME,ADDRESS_ID,CORE_SITE_ID,SITECODE,UPDATED_SITECODE,UPDATED_ORANGE_SITENAME
K&N-New Zealand Wellington,,,K&N-New Zealand Wellington,KN-New Zealand Wellington_SC,KN-New Zealand Wellington_SC
BD001 - Global Sourcing Asia & Banglades,,,BD001 - Global Sourcing Asia & Banglades,BD001 - Global Sourcing Asia  Banglad_SC,BD001 - Global Sourcing Asia  Banglad_SC
BD001b- Global Sourcing Asia & Banglade,,,BD001b- Global Sourcing Asia & Banglade,BD001b- Global Sourcing Asia  Banglad_SC,BD001b- Global Sourcing Asia  Banglad_SC
B&DSP01,,,B&DSP01,BDSP01_SC,BDSP01_SC
K&N-China Changsha,,,K&N-China Changsha,KN-China Changsha_SC,KN-China Changsha_SC
K&N-Indonesia Jakarta Timur,CI00034219,CI00034064,K&N-Indonesia Jakarta Timur,KN-Indonesia Jakarta Timur_SC,K&N-Indonesia Jakarta Timur
LVMH Watch & Jewellery Hong Kong,MAG4320579,MSG4320977,LVMH Watch & Jewellery Hong Kong,LVMH Watch  Jewellery Hong Kong_SC,LVMH Watch & Jewellery Hong Kong
B&DCH10,,,B&DCH10,BDCH10_SC,BDCH10_SC
0B&DIRELAND01,MAG5318307,MSG5318691,0B&DIRELAND01,0BDIRELAND01_SC,0B&DIRELAND01
K&N-China Urumqi,CI00032830,CI00032680,K&N-China Urumqi,KN-China Urumqi_SC,K&N-China Urumqi
MH Estate & Wines,MAG4213427,MSG4213618,MH Estate & Wines,MH Estate  Wines_SC,MH Estate & Wines
T&C Douai,,,T&C Douai,TC Douai_SC,TC Douai_SC
_DEDUP_IN003-NB - Carrefour WC&C India ,MAG4212557,MSG4212739,IN003-NB - Carrefour WC&C India Pvt. Ltd,IN003-NB - Carrefour WCC India Pvt. L_SC,_DEDUP_IN003-NB - Carrefour WC&C India 
B&DCH06,MAG5318331,MSG5318720,B&DCH06,BDCH06_SC,B&DCH06
ANC-DSV Air & Sea Asia Korea Choongbuk,MAG5319885,MSG5320327,ANC-DSV Air & Sea Asia Korea Choongbuk,ANC-DSV Air  Sea Asia Korea Choongbuk_SC,ANC-DSV Air & Sea Asia Korea Choongbuk
Richemont_Sandton Boutique MB & Cartier,,,Richemont_Sandton Boutique MB & Cartier,Richemont_Sandton Boutique MB  Cartie_SC,Richemont_Sandton Boutique MB  Cartie_SC
Southern Drugs & Pharmaceuticals,,,Southern Drugs & Pharmaceuticals,Southern Drugs  Pharmaceuticals_SC,Southern Drugs  Pharmaceuticals_SC
R&D Greater Kailash II (Gurgaon R&D),,,R&D Greater Kailash II (Gurgaon R&D),RD Greater Kailash II (Gurgaon RD)_SC,RD Greater Kailash II (Gurgaon RD)_SC
0632B&DNZ02,MAG5318306,MSG5318690,0632B&DNZ02,0632BDNZ02_SC,0632B&DNZ02
Servicenet_CSBU RTI Innovation & Plannin,,,Servicenet_CSBU RTI Innovation & Plannin,Servicenet_CSBU RTI Innovation  Plann_SC,Servicenet_CSBU RTI Innovation  Plann_SC
IN006-QS- Carrefour Wholesale Cash & Car,MAG4212563,MSG4212745,IN006-QS- Carrefour Wholesale Cash & Car,IN006-QS- Carrefour Wholesale Cash  C_SC,IN006-QS- Carrefour Wholesale Cash & Car
B&DCH12,MAG5318336,MSG5318725,B&DCH12,BDCH12_SC,B&DCH12
IN007b - Carrefour WC&C Meerut,MAG4212566,MSG4212748,IN007b - Carrefour WC&C Meerut,IN007b - Carrefour WCC Meerut_SC,IN007b - Carrefour WC&C Meerut
K&N-China Zhuhai (2),,,K&N-China Zhuhai (2),KN-China Zhuhai (2)_SC,KN-China Zhuhai (2)_SC
IN008b - Carrefour WC&C India Pvt. Ltd,MAG4212568,MSG4212750,IN008b - Carrefour WC&C India Pvt. Ltd,IN008b - Carrefour WCC India Pvt. Ltd_SC,IN008b - Carrefour WC&C India Pvt. Ltd
K&N-Thailand Eastern Sea Laem,,,K&N-Thailand Eastern Sea Laem,KN-Thailand Eastern Sea Laem_SC,KN-Thailand Eastern Sea Laem_SC
K&N-Thailand Samutprakarn,CI00046257,CI00045988,K&N-Thailand Samutprakarn,KN-Thailand Samutprakarn_SC,K&N-Thailand Samutprakarn
B&DAUST03,MAG5318321,MSG5318707,B&DAUST03,BDAUST03_SC,B&DAUST03
K&N-India Bangalore (Cargo Village),CI00046165,CI00045896,K&N-India Bangalore (Cargo Village),KN-India Bangalore (Cargo Village)_SC,K&N-India Bangalore (Cargo Village)
CN062b - Shanghai fresh product & proces,,,CN062b - Shanghai fresh product & proces,CN062b - Shanghai fresh product  proc_SC,CN062b - Shanghai fresh product  proc_SC
D&O LOREAL DEUTSHLAND GMBH,,,D&O LOREAL DEUTSHLAND GMBH,DO LOREAL DEUTSHLAND GMBH_SC,DO LOREAL DEUTSHLAND GMBH_SC
LVMH Watch & Jewelry USA,MAG4213228,MSG4213417,LVMH Watch & Jewelry USA,LVMH Watch  Jewelry USA_SC,LVMH Watch & Jewelry USA
K&N-HKG FA (2),,,K&N-HKG FA (2),KN-HKG FA (2)_SC,KN-HKG FA (2)_SC
Weinmann Geräte für Medizin GmbH & Co,,,Weinmann Geräte für Medizin GmbH & Co,Weinmann Geräte für Medizin GmbH  Co_SC,Weinmann Geräte für Medizin GmbH  Co_SC
B&DAUST04,,,B&DAUST04,BDAUST04_SC,BDAUST04_SC
K&N-India Ahmedabad (2),CI00003691,CI00003674,K&N-India Ahmedabad (2),KN-India Ahmedabad (2)_SC,K&N-India Ahmedabad (2)
B&DJP02,MAG5318348,MSG5318738,B&DJP02,BDJP02_SC,B&DJP02
Allianz Managed Ops & Services SE,MAG5316408,MSG5316753,Allianz Managed Ops & Services SE,Allianz Managed Ops  Services SE_SC,Allianz Managed Ops & Services SE
Stanley Black & Decker AUS Belmont,MAG4320606,MSG4321004,Stanley Black & Decker AUS Belmont,Stanley Black  Decker AUS Belmont_SC,Stanley Black & Decker AUS Belmont
B&DCH09,MAG5318333,MSG5318722,B&DCH09,BDCH09_SC,B&DCH09
ANC-Amberg & TTI Engineering Singapore,,,ANC-Amberg & TTI Engineering Singapore,ANC-Amberg  TTI Engineering Singapore_SC,ANC-Amberg  TTI Engineering Singapore_SC
VISAEAAU0070 & VISAEAAU0071,CI00010769,CI00010702,VISAEAAU0070 & VISAEAAU0071,VISAEAAU0070  VISAEAAU0071_SC,VISAEAAU0070 & VISAEAAU0071
DSL_Air Berlin Plc & Co_PSXF064,,,DSL_Air Berlin Plc & Co_PSXF064,DSL_Air Berlin Plc  Co_PSXF064_SC,DSL_Air Berlin Plc  Co_PSXF064_SC
ANC-F&N Dairies Thailand Uthai Ayuthaya,MAG5319996,MSG5320446,ANC-F&N Dairies Thailand Uthai Ayuthaya,ANC-FN Dairies Thailand Uthai Ayuthay_SC,ANC-F&N Dairies Thailand Uthai Ayuthaya
DSL_Air Berlin Plc & Co_PBCN1929,,,DSL_Air Berlin Plc & Co_PBCN1929,DSL_Air Berlin Plc  Co_PBCN1929_SC,DSL_Air Berlin Plc  Co_PBCN1929_SC
Eaton Kaye Ltd&#8232;- 02,MAG5208920,MSG5209096,Eaton Kaye Ltd&#8232;- 02,Eaton Kaye Ltd#8232-- 02_SC,Eaton Kaye Ltd&#8232;- 02
K&N-Australia Melbourne (KN4620-004),,,K&N-Australia Melbourne (KN4620-004),KN-Australia Melbourne (KN4620-004)_SC,KN-Australia Melbourne (KN4620-004)_SC
K&N-SIN C&P Logistics Hub 2,,,K&N-SIN C&P Logistics Hub 2,KN-SIN CP Logistics Hub 2_SC,KN-SIN CP Logistics Hub 2_SC
SB&DMX08,,,SB&DMX08,SBDMX08_SC,SBDMX08_SC
MLAN_HAPAG LLOYD_KSYD1077 & KSYD1084,,,MLAN_HAPAG LLOYD_KSYD1077 & KSYD1084,MLAN_HAPAG LLOYD_KSYD1077  KSYD1084_SC,MLAN_HAPAG LLOYD_KSYD1077  KSYD1084_SC
DSL_Air Berlin Plc & Co_PBRE241,,,DSL_Air Berlin Plc & Co_PBRE241,DSL_Air Berlin Plc  Co_PBRE241_SC,DSL_Air Berlin Plc  Co_PBRE241_SC
Rome CarbonFiber & Pan Precursor Project,,,Rome CarbonFiber & Pan Precursor Project,Rome CarbonFiber  Pan Precursor Proje_SC,Rome CarbonFiber  Pan Precursor Proje_SC
B&DIT01,MAG5318346,MSG5318736,B&DIT01,BDIT01_SC,B&DIT01
B&XMX06,,,B&XMX06,BXMX06_SC,BXMX06_SC
B&DMX05,MAG5318357,MSG5318747,B&DMX05,BDMX05_SC,B&DMX05
AT&T Datacenter Secaucus,MA21001496,MS21001452,AT&T Datacenter Secaucus,ATT Datacenter Secaucus_SC,AT&T Datacenter Secaucus
ANC-DSV Air & Sea Asia Korea,MAG5319884,MSG5320326,ANC-DSV Air & Sea Asia Korea,ANC-DSV Air  Sea Asia Korea_SC,ANC-DSV Air & Sea Asia Korea
Stanley Black & Decker Taiwan,MAG4320607,MSG4321005,Stanley Black & Decker Taiwan,Stanley Black  Decker Taiwan_SC,Stanley Black & Decker Taiwan
IN007 - Carrefour WC&C Meerut,MAG4212565,MSG4212747,IN007 - Carrefour WC&C Meerut,IN007 - Carrefour WCC Meerut_SC,IN007 - Carrefour WC&C Meerut
GB-EHU-WAN-01 & GB-EHU-WAN-02,CI00004871,CI00004841,GB-EHU-WAN-01 & GB-EHU-WAN-02,GB-EHU-WAN-01  GB-EHU-WAN-02_SC,GB-EHU-WAN-01 & GB-EHU-WAN-02
IN009 - Carrefour WC&C Banglore,MAG4212569,MSG4212751,IN009 - Carrefour WC&C Banglore,IN009 - Carrefour WCC Banglore_SC,IN009 - Carrefour WC&C Banglore
CN-SHZ-WAN-01 & CN-SHZ-WAN-02,,,CN-SHZ-WAN-01 & CN-SHZ-WAN-02,CN-SHZ-WAN-01  CN-SHZ-WAN-02_SC,CN-SHZ-WAN-01  CN-SHZ-WAN-02_SC
IT3PNP01-N&TS,MAG4212735,MSG4212921,IT3PNP01-N&TS,IT3PNP01-NTS_SC,IT3PNP01-N&TS
IN009-Carrefour WC&C Banglore,MAG4212570,MSG4212752,IN009-Carrefour WC&C Banglore,IN009-Carrefour WCC Banglore_SC,IN009-Carrefour WC&C Banglore
K&N-MFM-4,CI00002093,CI00002085,K&N-MFM-4,KN-MFM-4_SC,K&N-MFM-4
ANC-DSV Air & Sea Asia Ltd,,,ANC-DSV Air & Sea Asia Ltd,ANC-DSV Air  Sea Asia Ltd_SC,ANC-DSV Air  Sea Asia Ltd_SC
AT&T Technopark,MAG5315216,MSG5315517,AT&T Technopark,ATT Technopark_SC,AT&T Technopark
Richemont_LatinAmerica & Caribbea,,,Richemont_LatinAmerica & Caribbea,Richemont_LatinAmerica  Caribbea_SC,Richemont_LatinAmerica  Caribbea_SC
DSL_PFKB126_Air Berlin Plc & Co. Luftver,,,DSL_PFKB126_Air Berlin Plc & Co. Luftver,DSL_PFKB126_Air Berlin Plc  Co. Luftv_SC,DSL_PFKB126_Air Berlin Plc  Co. Luftv_SC
20871B&DIT02,MAG5318308,MSG5318692,20871B&DIT02,20871BDIT02_SC,20871B&DIT02
IN003b-NB-DE India WC&C,MAG4212559,MSG4212741,IN003b-NB-DE India WC&C,IN003b-NB-DE India WCC_SC,IN003b-NB-DE India WC&C
B&DGE03,,,B&DGE03,BDGE03_SC,BDGE03_SC
68440B&DFR02,MAG5318310,MSG5318694,68440B&DFR02,68440BDFR02_SC,68440B&DFR02
ANC-S & W PTE LTD,MAG5320683,MSG5321170,ANC-S & W PTE LTD,ANC-S  W PTE LTD_SC,ANC-S & W PTE LTD
ANC-F&N Dairies (Thailand) Bangkok,MAG5319994,MSG5320444,ANC-F&N Dairies (Thailand) Bangkok,ANC-FN Dairies (Thailand) Bangkok_SC,ANC-F&N Dairies (Thailand) Bangkok
ANC-F&N Dairies (Thailand) Pakchong,MAG5319995,MSG5320445,ANC-F&N Dairies (Thailand) Pakchong,ANC-FN Dairies (Thailand) Pakchong_SC,ANC-F&N Dairies (Thailand) Pakchong
ANC-F&N Dairies (Thailand) Ayutthaya,MAG5319993,MSG5320443,ANC-F&N Dairies (Thailand) Ayutthaya,ANC-FN Dairies (Thailand) Ayutthaya_SC,ANC-F&N Dairies (Thailand) Ayutthaya
ANC-Ridley & Co Philippines,MAG5320671,MSG5321157,ANC-Ridley & Co Philippines,ANC-Ridley  Co Philippines_SC,ANC-Ridley & Co Philippines
AT&T_SINGAPORE,MAG5316699,MSG5317045,AT&T_SINGAPORE,ATT_SINGAPORE_SC,AT&T_SINGAPORE
Saatchi & Saatchi italia,MAG4215085,MSG4215298,Saatchi & Saatchi italia,Saatchi  Saatchi italia_SC,Saatchi & Saatchi italia
K&N-Hong Kong TKO,,,K&N-Hong Kong TKO,KN-Hong Kong TKO_SC,KN-Hong Kong TKO_SC
K&N-India Thane,,,K&N-India Thane,KN-India Thane_SC,KN-India Thane_SC
B&DIND01,MAG5318345,MSG5318735,B&DIND01,BDIND01_SC,B&DIND01
B&DCH08,MAG5318332,MSG5318721,B&DCH08,BDCH08_SC,B&DCH08
US-CY1-INT-01 & 02,,,US-CY1-INT-01 & 02,US-CY1-INT-01  02_SC,US-CY1-INT-01  02_SC
IT3PNP01b-N&TS,MAG4212736,MSG4212922,IT3PNP01b-N&TS,IT3PNP01b-NTS_SC,IT3PNP01b-N&TS
Chubu&hokuriku RO,,,Chubu&hokuriku RO,Chubuhokuriku RO_SC,Chubuhokuriku RO_SC
10246_TTO_Port of Spain_001,CI00000078,CI00000078,KPMG Trinidad & Tobago,KPMG Trinidad  Tobago_SC,10246_TTO_Port of Spain_001
SMR_Qeshm Air_THR Horizon & ETKT serv,,,SMR_Qeshm Air_THR Horizon & ETKT serv,SMR_Qeshm Air_THR Horizon  ETKT serv_SC,SMR_Qeshm Air_THR Horizon  ETKT serv_SC
B&DFR02,MAG5318341,MSG5318730,B&DFR02,BDFR02_SC,B&DFR02
gsk-North Mymms - Maintenance & monitori,,,gsk-North Mymms - Maintenance & monitori,gsk-North Mymms - Maintenance  monito_SC,gsk-North Mymms - Maintenance  monito_SC
Chubu & Hokuriku Regional Office,,,Chubu & Hokuriku Regional Office,Chubu  Hokuriku Regional Office_SC,Chubu  Hokuriku Regional Office_SC
SC Tubular & Steel,MAG5323835,MSG5324423,SC Tubular & Steel,SC Tubular  Steel_SC,SC Tubular & Steel
B&DARG03,MAG5318320,MSG5318706,B&DARG03,BDARG03_SC,B&DARG03
Dubai B&D,MAG5318384,MSG5318775,Dubai B&D,Dubai BD_SC,Dubai B&D
B&DARG02,MAG5318319,MSG5318705,B&DARG02,BDARG02_SC,B&DARG02
Meth_The Boeing Company_A&M_OXF_99-843,CI00018390,CI00018308,Meth_The Boeing Company_A&M_OXF_99-843,Meth_The Boeing Company_AM_OXF_99-843_SC,Meth_The Boeing Company_A&M_OXF_99-843
K&N-Australia Alexandria,,,K&N-Australia Alexandria,KN-Australia Alexandria_SC,KN-Australia Alexandria_SC
Audio & Webex,,,Audio & Webex,Audio  Webex_SC,Audio  Webex_SC
Osacso MCS1 &MCS2,MA18001406,MS18001364,Osasco MCS1 & MCS2,Osasco MCS1  MCS2_SC,Osacso MCS1 &MCS2
Summit D&V,,,Summit D&V,Summit DV_SC,Summit DV_SC
Singapore PM&Consulting,,,Singapore PM&Consulting,Singapore PMConsulting_SC,Singapore PMConsulting_SC
K&N-India Haryana,CI00044140,CI00043885,K&N-India Haryana,KN-India Haryana_SC,K&N-India Haryana
674265_AUS_Eastern Creek_00001,MAY5133677,MSY5132565,"Capicure Drive & Roberts Road, Ea_081786","Capicure Drive  Roberts Road, Ea_0817_SC",674265_AUS_Eastern Creek_00001
6392_FRA_BEYCHAC & CAILLAU_001,CI00065485,CI00065054,BEYCHAC & CAILLAU_126878,BEYCHAC  CAILLAU_126878_SC,6392_FRA_BEYCHAC & CAILLAU_001
40178_FRA_BEYCHAC & CAILLAU_001,CI00065487,CI00065056,BEYCHAC & CAILLAU_126880,BEYCHAC  CAILLAU_126880_SC,40178_FRA_BEYCHAC & CAILLAU_001
_DEDUP_6392_FRA_Beychac-et-Caillau_0000,MAY5111406,MSY5110294,BEYCHAC & CAILLAU_179939,BEYCHAC  CAILLAU_179939_SC,_DEDUP_6392_FRA_Beychac-et-Caillau_0000
FASA-VAL 04861;00;P106,,,FASA-VAL 04861;00;P106,FASA-VAL 04861-00-P106_SC,FASA-VAL 04861-00-P106_SC
74028;07 Shell/IBM RZ,,,74028;07 Shell/IBM RZ,74028-07 Shell/IBM RZ_SC,74028-07 Shell/IBM RZ_SC
84300;07;07;I001,MAG5206695,MSG5206811,84300;07;07;I001,84300-07-07-I001_SC,84300;07;07;I001
74017;05;P001 Generali Bratislava,,,74017;05;P001 Generali Bratislava,74017-05-P001 Generali Bratislava_SC,74017-05-P001 Generali Bratislava_SC
74036;00,,,74036;00,74036-00_SC,74036-00_SC
74036;01,,,74036;01,74036-01_SC,74036-01_SC
85517;00;i002,,,85517;00;i002,85517-00-i002_SC,85517-00-i002_SC
95045;24;P005,,,95045;24;P005,95045-24-P005_SC,95045-24-P005_SC
95063;01;P004/R004,,,95063;01;P004/R004,95063-01-P004/R004_SC,95063-01-P004/R004_SC
95045;09;P005,,,95045;09;P005,95045-09-P005_SC,95045-09-P005_SC
84030;01,,,84030;01,84030-01_SC,84030-01_SC
95064;02,,,95064;02,95064-02_SC,95064-02_SC
95064;40,,,95064;40,95064-40_SC,95064-40_SC
95063;01;P003,,,95063;01;P003,95063-01-P003_SC,95063-01-P003_SC
95063;01;P002/1002/R002,,,95063;01;P002/1002/R002,95063-01-P002/1002/R002_SC,95063-01-P002/1002/R002_SC
95063;01;P001/1001/R001,,,95063;01;P001/1001/R001,95063-01-P001/1001/R001_SC,95063-01-P001/1001/R001_SC
95063;01;P007/1007/R007,,,95063;01;P007/1007/R007,95063-01-P007/1007/R007_SC,95063-01-P007/1007/R007_SC
95045;05;P003,,,95045;05;P003,95045-05-P003_SC,95045-05-P003_SC
93045;23;P001,,,93045;23;P001,93045-23-P001_SC,93045-23-P001_SC
84187;01;03;P001,,,84187;01;03;P001,84187-01-03-P001_SC,84187-01-03-P001_SC
95063;01;P006,,,95063;01;P006,95063-01-P006_SC,95063-01-P006_SC
95063;01;P005,,,95063;01;P005,95063-01-P005_SC,95063-01-P005_SC
95064;34,,,95064;34,95064-34_SC,95064-34_SC
84187;01;04;P001,,,84187;01;04;P001,84187-01-04-P001_SC,84187-01-04-P001_SC
84187;01;04;P002,,,84187;01;04;P002,84187-01-04-P002_SC,84187-01-04-P002_SC
84187;01;04;P004,,,84187;01;04;P004,84187-01-04-P004_SC,84187-01-04-P004_SC
84197;01;01;P001,,,84197;01;01;P001,84197-01-01-P001_SC,84197-01-01-P001_SC
84197;01;01;P002,,,84197;01;01;P002,84197-01-01-P002_SC,84197-01-01-P002_SC
84221;01;01;I001,,,84221;01;01;I001,84221-01-01-I001_SC,84221-01-01-I001_SC
95064;39,,,95064;39,95064-39_SC,95064-39_SC
95064;38,,,95064;38,95064-38_SC,95064-38_SC
95064;35,,,95064;35,95064-35_SC,95064-35_SC
"65064,33",MAG5318205,MSG5318586,65064;33,65064-33_SC,"65064,33"
95064;32,,,95064;32,95064-32_SC,95064-32_SC
95064;31,,,95064;31,95064-31_SC,95064-31_SC
95064;30,,,95064;30,95064-30_SC,95064-30_SC
95064;29,,,95064;29,95064-29_SC,95064-29_SC
95064;28,,,95064;28,95064-28_SC,95064-28_SC
95064;26,,,95064;26,95064-26_SC,95064-26_SC
84187;01;03;P005,,,84187;01;03;P005,84187-01-03-P005_SC,84187-01-03-P005_SC
84207;02;01;P006,,,84207;02;01;P006,84207-02-01-P006_SC,84207-02-01-P006_SC
84119;01;01;I001,,,84119;01;01;I001,84119-01-01-I001_SC,84119-01-01-I001_SC
84200;01;01;I001,,,84200;01;01;I001,84200-01-01-I001_SC,84200-01-01-I001_SC
84002;00;I001,,,84002;00;I001,84002-00-I001_SC,84002-00-I001_SC
84300;02;02;I002,,,84300;02;02;I002,84300-02-02-I002_SC,84300-02-02-I002_SC
84300;04;I001,,,84300;04;I001,84300-04-I001_SC,84300-04-I001_SC
Moscow; 01; P001,,,Moscow; 01; P001,Moscow- 01- P001_SC,Moscow- 01- P001_SC
84126;01;01;I001,,,84126;01;01;I001,84126-01-01-I001_SC,84126-01-01-I001_SC
84126;01;01;I002,,,84126;01;01;I002,84126-01-01-I002_SC,84126-01-01-I002_SC
84273;00;04P001,,,84273;00;04P001,84273-00-04P001_SC,84273-00-04P001_SC
84294;01;01;z001,,,84294;01;01;z001,84294-01-01-z001_SC,84294-01-01-z001_SC
84047;01;01;P002,,,84047;01;01;P002,84047-01-01-P002_SC,84047-01-01-P002_SC
95010;05;p002,,,95010;05;p002,95010-05-p002_SC,95010-05-p002_SC
95045;26;P001,,,95045;26;P001,95045-26-P001_SC,95045-26-P001_SC
95010;04;P002,,,95010;04;P002,95010-04-P002_SC,95010-04-P002_SC
95032;01;P001,,,95032;01;P001,95032-01-P001_SC,95032-01-P001_SC
84282;01;01;Z001,,,84282;01;01;Z001,84282-01-01-Z001_SC,84282-01-01-Z001_SC
84283;01;01;Z001,,,84283;01;01;Z001,84283-01-01-Z001_SC,84283-01-01-Z001_SC
84063;01;01,,,84063;01;01,84063-01-01_SC,84063-01-01_SC
84287;01;01;Z001,,,84287;01;01;Z001,84287-01-01-Z001_SC,84287-01-01-Z001_SC
84292;01;01;Z001,,,84292;01;01;Z001,84292-01-01-Z001_SC,84292-01-01-Z001_SC
95002;01;P001,,,95002;01;P001,95002-01-P001_SC,95002-01-P001_SC
87901;01;I001,,,87901;01;I001,87901-01-I001_SC,87901-01-I001_SC
94;605;00;P002,,,94;605;00;P002,94-605-00-P002_SC,94-605-00-P002_SC
84279;01;Z001,,,84279;01;Z001,84279-01-Z001_SC,84279-01-Z001_SC
84280;01;01;Z002,,,84280;01;01;Z002,84280-01-01-Z002_SC,84280-01-01-Z002_SC
98;155;02;P001,,,98;155;02;P001,98-155-02-P001_SC,98-155-02-P001_SC
84030;02;22;P001,,,84030;02;22;P001,84030-02-22-P001_SC,84030-02-22-P001_SC
84275;01,,,84275;01,84275-01_SC,84275-01_SC
84161;01;01;002,,,84161;01;01;002,84161-01-01-002_SC,84161-01-01-002_SC
84136;01;01;I001,,,84136;01;01;I001,84136-01-01-I001_SC,84136-01-01-I001_SC
84286;01;03I001,,,84286;01;03I001,84286-01-03I001_SC,84286-01-03I001_SC
95009;00;03;P003,,,95009;00;03;P003,95009-00-03-P003_SC,95009-00-03-P003_SC
95012;01;P001,,,95012;01;P001,95012-01-P001_SC,95012-01-P001_SC
84285;01;01;H001,,,84285;01;01;H001,84285-01-01-H001_SC,84285-01-01-H001_SC
84039;06;P002,,,84039;06;P002,84039-06-P002_SC,84039-06-P002_SC
84039;11;P001,,,84039;11;P001,84039-11-P001_SC,84039-11-P001_SC
84286;01;07H001,,,84286;01;07H001,84286-01-07H001_SC,84286-01-07H001_SC
84261;01;01;P001,,,84261;01;01;P001,84261-01-01-P001_SC,84261-01-01-P001_SC
842601;01;01P002,,,842601;01;01P002,842601-01-01P002_SC,842601-01-01P002_SC
84273;00;01P002,,,84273;00;01P002,84273-00-01P002_SC,84273-00-01P002_SC
84273;00;01p003,,,84273;00;01p003,84273-00-01p003_SC,84273-00-01p003_SC
84273;00;01p004,,,84273;00;01p004,84273-00-01p004_SC,84273-00-01p004_SC
84273;00;05p002,,,84273;00;05p002,84273-00-05p002_SC,84273-00-05p002_SC
84213;02;02P001,,,84213;02;02P001,84213-02-02P001_SC,84213-02-02P001_SC
84213;03;04P001,,,84213;03;04P001,84213-03-04P001_SC,84213-03-04P001_SC
84213;01;01P002,,,84213;01;01P002,84213-01-01P002_SC,84213-01-01P002_SC
84213;03;04P002,,,84213;03;04P002,84213-03-04P002_SC,84213-03-04P002_SC
84001;00;08P001,,,84001;00;08P001,84001-00-08P001_SC,84001-00-08P001_SC
84001;01;07P001,,,84001;01;07P001,84001-01-07P001_SC,84001-01-07P001_SC
84001;01;09P001,,,84001;01;09P001,84001-01-09P001_SC,84001-01-09P001_SC
84001;01;06P006,,,84001;01;06P006,84001-01-06P006_SC,84001-01-06P006_SC
84021;01;01P021,,,84021;01;01P021,84021-01-01P021_SC,84021-01-01P021_SC
84021;01;01P020,,,84021;01;01P020,84021-01-01P020_SC,84021-01-01P020_SC
84030;02;25P001,,,84030;02;25P001,84030-02-25P001_SC,84030-02-25P001_SC
84030;02;21P001,,,84030;02;21P001,84030-02-21P001_SC,84030-02-21P001_SC
84030;02;26P001,,,84030;02;26P001,84030-02-26P001_SC,84030-02-26P001_SC
84030;02;29P001,,,84030;02;29P001,84030-02-29P001_SC,84030-02-29P001_SC
84030;02;30P001,,,84030;02;30P001,84030-02-30P001_SC,84030-02-30P001_SC
84030;02;23P001,,,84030;02;23P001,84030-02-23P001_SC,84030-02-23P001_SC
84030;02;27P001,,,84030;02;27P001,84030-02-27P001_SC,84030-02-27P001_SC
84030;02;20P001,,,84030;02;20P001,84030-02-20P001_SC,84030-02-20P001_SC
84192;01;01P002,,,84192;01;01P002,84192-01-01P002_SC,84192-01-01P002_SC
84192;01;01P003,,,84192;01;01P003,84192-01-01P003_SC,84192-01-01P003_SC
84192;01;01P004,,,84192;01;01P004,84192-01-01P004_SC,84192-01-01P004_SC
84058;00;00P012,,,84058;00;00P012,84058-00-00P012_SC,84058-00-00P012_SC
84058;00;00P001/R001,,,84058;00;00P001/R001,84058-00-00P001/R001_SC,84058-00-00P001/R001_SC
84058;00;00P010,,,84058;00;00P010,84058-00-00P010_SC,84058-00-00P010_SC
84058;00;00P004,,,84058;00;00P004,84058-00-00P004_SC,84058-00-00P004_SC
84271;01;01P001,,,84271;01;01P001,84271-01-01P001_SC,84271-01-01P001_SC
84149;01;01P005,,,84149;01;01P005,84149-01-01P005_SC,84149-01-01P005_SC
84149;01;01P006,,,84149;01;01P006,84149-01-01P006_SC,84149-01-01P006_SC
84149;01;02P001,,,84149;01;02P001,84149-01-02P001_SC,84149-01-02P001_SC
84149;01;01P007,,,84149;01;01P007,84149-01-01P007_SC,84149-01-01P007_SC
84149;01;03P001/R001,,,84149;01;03P001/R001,84149-01-03P001/R001_SC,84149-01-03P001/R001_SC
84286;01;04I001,,,84286;01;04I001,84286-01-04I001_SC,84286-01-04I001_SC
95002;03;P001,,,95002;03;P001,95002-03-P001_SC,95002-03-P001_SC
95002;15;P001,,,95002;15;P001,95002-15-P001_SC,95002-15-P001_SC
72350;01;P006,,,72350;01;P006,72350-01-P006_SC,72350-01-P006_SC
72350;01;P001,,,72350;01;P001,72350-01-P001_SC,72350-01-P001_SC
72350;01;P008,,,72350;01;P008,72350-01-P008_SC,72350-01-P008_SC
84286;01;05I001,,,84286;01;05I001,84286-01-05I001_SC,84286-01-05I001_SC
84286;01;08I001,,,84286;01;08I001,84286-01-08I001_SC,84286-01-08I001_SC
84286;01;09I001,,,84286;01;09I001,84286-01-09I001_SC,84286-01-09I001_SC
84286;01;11I001,,,84286;01;11I001,84286-01-11I001_SC,84286-01-11I001_SC
84286;01;12I001,,,84286;01;12I001,84286-01-12I001_SC,84286-01-12I001_SC
84001;01;01,,,84001;01;01,84001-01-01_SC,84001-01-01_SC
84286;01;13I001,,,84286;01;13I001,84286-01-13I001_SC,84286-01-13I001_SC
84286;01;14I001,,,84286;01;14I001,84286-01-14I001_SC,84286-01-14I001_SC
84182;01;01P001,,,84182;01;01P001,84182-01-01P001_SC,84182-01-01P001_SC
84182;01;02P001,,,84182;01;02P001,84182-01-02P001_SC,84182-01-02P001_SC
84182;01;03P001,,,84182;01;03P001,84182-01-03P001_SC,84182-01-03P001_SC
